1 218
51 -211 2.9 3.3 0.4 -0.21 -0.03 -0.51
52 211 4.1 0 1.5 -3.12 -1.38 0.23
53 -211 1.7 3.4 0.5 -1.83 2.81 -1.42
54 11 0.7 0.1 0.5 0.04 -0.35 0.41
55 -321 0.9 0.1 1.9 0.23 0.47 0.14
56 -211 1.6 2 1.5 -2.87 -0.24 1.6
57 -211 0.6 1.4 0.2 0.36 0.74 -1.7
58 211 1.4 0 1.3 -1.67 3.33 -1.91
59 -211 2.1 0 0.1 -3.53 -0.1 1.78
60 2112 2.7 2.4 0.2 2.1 1.01 2.37
61 2112 0.5 2.3 4.3 -2.22 2.29 1.42
62 -211 0.2 1.8 2.5 0.07 1.62 -1.46
63 211 1.8 1.5 1.3 0.2 1.1 4.15
64 -321 1.5 2 1.1 1.13 1.5 3.83
65 211 0 0.1 1.6 -0.25 1.63 -2.68
66 -211 3.4 0.8 2.1 0.49 0.04 0.49
67 211 0 0.5 0.2 0.26 -0.35 0.4
68 2112 0.6 0.1 2 0.02 0.68 0.14
69 211 2.7 1.9 2.4 1.29 1.75 -1.31
70 211 1.8 2 2.5 2 3.84 1
71 -211 2.8 0.4 0.4 -1.33 1.67 -0.33
72 2212 0.3 0.1 1 -3.08 1.28 0.3
73 -211 1.8 0.4 1.8 -0.01 -1.26 -1.21
74 -211 0.7 3.8 2.4 3.32 2.71 -2.25
75 -211 2.8 2.7 2 -0.18 0.38 -1.06
76 211 1.3 0.7 1.3 -1.55 0.7 -0.94
77 -211 0.9 2.6 2.7 -3.2 -0.38 3.63
78 -211 1.8 3.5 1.8 -1.29 0.33 -0.41
79 2212 3.3 1 0 -3.57 1.42 -0.87
80 -211 1 3.8 2.5 1.27 3.19 -1.36
81 -211 0.5 0.1 0.5 0.66 -0.26 0.21
82 -211 3.3 3.5 0 -2.9 -1.63 2.16
83 211 2.4 1.6 2.4 2.56 -2.17 -0.75
84 -11 1.2 0.5 1.2 2.13 1.54 3.07
85 321 2.4 2.3 2.9 1.94 -1.21 0.23
86 321 0 1 0.8 -0.98 -3.18 1.62
87 2112 0.8 0.6 0.5 2.8 -2.25 -0.49
88 -11 0.9 2.1 0 -1.53 -3.02 3.46
89 -321 0.4 0.2 0.3 3.94 1.21 -1.81
90 -2212 0 0.5 1.9 -0.06 -0.07 -0.38
91 2112 0.5 0.5 0.3 -0.69 -0.71 1.41
92 2212 1.9 1.3 1.3 -0.92 2.22 -1.66
93 211 1.2 3.4 2 -1.76 0.52 -3.43
94 211 0.3 0 0.2 -1.24 -1.39 0.37
95 -321 2.2 0.8 3.4 -1.68 0.26 -1.09
96 321 1.2 0.5 3.8 -1.67 -1.14 1.77
97 -211 0 0 0.7 1.43 1.24 -3.91
98 211 0.3 2.8 2.1 -1 -2.29 3.39
99 211 1.5 1.8 1.2 -3.04 -0.9 -0.88
100 -211 0 1.7 0 -1.74 -1 1.23
101 211 1.5 0.7 0.5 -0.31 -1.1 -2.73
102 211 0.1 1.3 4.4 -3.15 -0.69 -1.48
103 11 0.1 1.2 3.1 0.55 -1.02 1.59
104 211 0 1.1 0.6 -0.36 0.18 -0.91
105 211 1.8 0.6 2.4 1.31 -3.28 0.67
106 321 2.1 3.3 3 0.82 -0.06 -4.01
107 -321 0.9 0.7 0.8 -1.76 -3.92 -1.01
108 321 0.9 0 1.2 -1.26 2.33 -2.04
109 211 1.6 1.1 0.2 1.94 3.71 -1.49
110 -211 1.7 0 2 0 -1.01 0.42
111 321 0.3 3 0.9 0.01 3.48 -3.44
112 211 0.8 2.1 2.8 0.84 3.05 2.98
113 321 0.8 1.2 1.3 3.44 0.9 3.37
114 2112 1.2 0.2 2.7 -0.01 0.82 -2.58
115 211 2.9 0.5 1.1 1.99 -0.45 -0.76
116 -321 1.7 2.3 0.6 1.08 -3.25 0.31
117 -211 1.4 2 2.3 -1.81 -1.96 0.83
118 2212 0.1 0.3 0 0 0.24 0.17
119 -211 0.1 0.1 0.4 0.74 2.18 -0.3
120 211 1.7 1.6 2 1.93 -1.58 1.63
121 -211 0.5 0.2 0.1 -1.79 1.54 -3.58
122 211 2.9 2.1 0.8 -0.36 -3.41 -0.65
123 2212 0.5 0.7 0.3 -0.81 2.13 2.79
124 -211 2.2 2.9 2.4 -1.73 1.06 -2.81
125 -211 3.3 0.1 2.4 0.39 0.2 -1.48
126 321 1.1 0.6 0.2 1.41 -2.19 -3.03
127 -321 0.3 0.3 0.5 -0.52 1.15 3.03
128 -211 0.1 0.3 0.2 -2.42 2.18 1.12
129 211 1 0.3 1.7 -3.88 2.45 -0.76
130 11 0 0.3 0.3 -0.89 -1.42 0.23
131 -211 3.5 2.5 2.1 -4.06 -1.21 0.74
132 -11 2.5 2.7 0.2 -1.66 -1.85 2.31
133 211 1.1 0.6 0.4 -0.68 -0.77 -0.36
134 -211 0.4 0.6 0.7 -0.07 -0.21 -0.71
135 211 0 0 0 0.39 0.03 0.57
136 -321 2.6 1 2.4 0.52 -0.13 -0.24
137 211 0.1 0.6 1 -3.76 -1.61 1.41
138 -211 1.2 0.2 0.7 -3.42 0.44 -1.46
139 211 2 1.1 0.3 0.32 2.2 1.52
140 -211 2 1.6 0.6 -4.93 0.71 -0.33
141 -211 0.1 0.8 1 0.59 -1.88 3.24
142 -211 3.3 3 0 1.13 3.89 1.48
143 11 0.1 0 0 -2.95 -0.95 0.87
144 2212 0.6 0 0.4 -0.08 -2.55 4.16
145 211 1.9 1.5 0.3 2.91 2.66 0.87
146 -211 0.5 2.2 0.9 -3.03 -1.94 -0.81
147 -211 0.5 0.8 1.4 3.6 -0.78 1.25
148 211 1.1 1.2 1.3 -1.2 -1.9 2.31
149 -211 1.9 0.7 0.3 3.14 -0.77 0.24
150 -321 1.4 0.7 1.3 -1.96 -2.62 2.35
151 321 1.1 1.4 0.2 -3.85 -2.08 1.54
152 -211 1.1 4.5 1 3.47 -1.3 -1.63
153 321 3 1.4 3.1 1.76 -0.45 1.4
154 211 2.1 2.7 1.5 -1.23 3.74 -1.94
155 11 2 1.4 0.3 1.63 3.49 -0.9
156 -211 0.8 1.3 1.6 1.2 2.82 2.89
157 -211 0.2 0.1 0.4 -0.62 -2.26 0.02
158 211 0.8 1.4 3 3.37 1.61 -1.79
159 -211 1.4 1.7 1.2 0.5 -1.07 3.18
160 211 0.9 1.6 1.3 0.12 -0.22 0.15
161 211 0.7 0.2 0 -3.18 3.6 0.13
162 -321 3.2 1 1.3 1.95 2.23 -1.94
163 -211 0.6 0.3 0.7 -2.28 0.61 2.8
164 2212 3.2 0.7 2.8 3.42 2.82 2.26
165 211 0.1 0.3 0.2 0.33 -1.99 2.85
166 211 1.8 2.2 1.8 -1.02 -2.23 1.63
167 -211 0.1 0.3 0.3 0.91 0.36 -0.99
168 2212 0.7 0.3 1.3 -3.03 -1.26 -0.56
169 2212 2.2 2.3 2.1 -4.07 -0.54 0.44
170 11 0.3 0.1 0.8 1.46 -0.21 -4.19
171 -211 3 0.4 0.9 1.67 4.44 1.25
172 -211 0.1 2.9 1.1 -2.29 3.73 0.83
173 211 1.7 0.4 2.3 0.22 -3.73 0.57
174 -211 2.2 1.2 2.7 -3.28 0 2.1
175 -211 1.6 0.7 2 -2.69 -0.13 2.97
176 211 4.1 2.2 1.6 1.22 -0.8 -1.52
177 2212 1.9 1.6 0.7 -4 0.45 -0.45
178 2112 1.3 0.6 0.4 -0.49 -0.67 -1.18
179 321 0.4 2.2 3.4 -1.17 1.12 -1.07
180 -321 1 0.6 1.3 -0.09 -0.22 -0.03
181 211 0.9 0.1 0.3 0.09 0.34 -2.62
182 2212 0.4 0.2 0.2 -2.86 -3.35 -0.76
183 321 2.1 1.4 3.5 -1.57 -1.26 -2.48
184 211 0.4 0.4 3.7 1.82 -0.21 2.89
185 11 0 0 0 3.55 0.11 2.02
186 -211 1.3 1.5 0.1 -1.14 3.73 -1.48
187 -211 0.9 1.7 2.6 1.59 -0.39 0.79
188 -211 1.3 3.3 2.7 1.08 -1.41 -3.82
189 211 0.9 0.8 0.4 -0.38 -0.76 0.68
190 211 0.5 0.6 1.1 0.36 0.17 -0.29
191 2212 0 0 0 -2.3 -0.82 3.99
192 -211 0.3 0.6 0.5 0.36 -2.48 0.46
193 -211 2.5 2.7 3.2 -0.05 -0.92 -0.83
194 211 3.7 1.8 1.8 -1.73 -0.39 -0.9
195 -211 0.7 0.9 1.1 -0.2 4.04 -1.46
196 321 1.4 1.1 1.1 3.31 2.67 1.31
197 211 1.8 0.5 0.6 3.15 -0.86 -1.84
198 11 0.3 0.2 0.2 2.67 2.32 -1.28
199 -211 0.9 0.5 1.9 -2.09 0.98 1
200 -211 0.6 1.1 0.3 -0.05 1.02 -0.61
201 -211 1.5 0.4 0.3 1.01 -4.68 1.35
202 2212 0 0.1 0 0.27 2.98 -1.43
203 11 2.1 1.3 3.7 -0.93 -1.09 -1.59
204 -211 2.2 1.9 2.4 -0.81 2.5 1.54
205 321 0.1 1.6 0.9 4.54 -0.45 1.91
206 321 1.3 0.6 0.6 2.96 0.43 0.28
207 11 1.9 2.7 1.5 -1.79 -0.42 0.44
208 2112 0.7 0.1 2.6 -1.72 2.27 -2.94
209 2212 1.1 1 1 -0.8 0.1 0.67
210 11 2 1.6 2 -0.38 0.43 -0.62
211 -211 0.6 4.5 1.1 0.45 -0.57 -1.48
212 211 1.5 0.7 1.5 1 -1.86 0.37
213 211 2.7 3.3 2.2 3.34 -2.5 -0.43
214 211 0.6 0 0.6 -4.31 -0.64 -1.7
215 -211 0.2 1.6 2 2.32 0.15 -2.8
216 -211 3.2 1.5 3 -3.34 0.33 2.51
217 -321 0.1 2.2 2.5 -2.38 -2.23 -2.77
2 326
0 211 0 0 0 -2.45 -1.97 0.92
1 2212 0 1.4 1.7 3.22 -3.18 -0.66
2 11 0.2 0.4 0.2 -0.5 2.35 -0.33
3 211 1.4 1.1 1.6 1.61 -2.38 -3.82
4 -321 0.8 0 2.2 -0.3 0.55 -0.7
5 211 1.9 1.1 2.4 -0.36 1.42 -1.28
6 -321 1.4 1 0 -2.32 1.65 2.57
7 211 2.9 0.6 3.2 1.81 2.79 -3.45
8 321 0.8 4.6 0.3 -0.22 -3.76 -0.49
9 11 0.2 1 4.5 -0.17 0.21 0.52
10 321 0 0 0.4 -2.65 1.68 -1.94
11 -211 0 0.1 0 0.74 2.69 2.54
12 -321 0.2 0.1 0.9 2.51 -1.28 1.39
13 321 0.5 0.7 1 0.06 -0.95 3.28
14 211 2.5 0.1 0.8 -3.08 1.36 0.75
15 321 0.2 0 0.2 0.4 -0.22 -0.29
16 -321 2.3 2.9 1 0.39 -0.25 -1.65
17 321 0.8 0.7 0.1 -2 3.93 -0.56
18 2112 2.7 0 0.2 0.35 -0.06 -0.17
19 -211 2 0.3 0.6 0.21 0.51 2.34
20 211 1 1.1 0.8 -1.42 -1.11 0.4
21 211 0.2 1.9 1.9 1.13 0.15 -0.07
22 -211 0.7 2.2 4 2.15 3.36 0.57
23 211 0.7 1.2 2.5 1.58 2.39 1.51
24 11 0.9 0.8 0.6 -0.38 -0.79 -2.34
25 11 1.4 1 0.8 1.75 -2.31 -1.95
26 -211 0 1.3 1.5 1.52 -2.39 0.55
27 321 0.9 1.7 0 0.39 2.99 0.39
28 -211 2.6 0.6 0.9 -1.94 0.78 1.14
29 -211 2.1 1.9 0.9 2.65 -3.03 -0.11
30 2212 0.5 1 0.6 0.98 -0.36 2.64
31 -211 2.3 2.8 3.3 -1.38 1.4 1.68
32 321 0 0.8 0.6 2.72 -0.39 0.02
33 321 2.2 0 1.3 2.12 1.88 -3.85
34 -11 2.4 0.6 1.8 0.96 -3.58 -2.87
35 -211 1 0.4 0.8 -0.41 -2.23 -3.7
36 211 1.2 0.1 4.8 -1.81 -0.3 -0.33
37 211 0.7 1.6 0.2 3.22 0.26 -2.55
38 211 0.9 0 0.1 1.16 -1.3 1.88
39 2212 0.4 2.2 0.5 -4.2 -0.01 -1
40 -211 0.6 0.9 0.3 -1.26 -0.08 1.25
41 321 1.4 0.2 1.4 -0.26 -0.6 -0.23
42 -2212 0.9 1.7 2 2.08 -1.69 1.21
43 211 0.3 0.3 0.5 -0.42 -0.84 0.13
44 -211 1 0.4 2 -0.9 -1.14 1.44
45 211 1.9 2.7 1.5 3.19 3.66 -0.12
46 211 1.3 2.2 2.9 0.63 4.26 1.75
47 -211 0.1 0.6 2.6 2.13 -1.16 0.92
48 211 0.3 2.3 1.1 -3.19 -3.47 0.31
49 -211 1.4 0.1 2.3 1.38 4.08 1.02
50 321 0.8 0 0.1 0.68 -1.38 -0.11
51 -211 1.3 0.1 0.1 -0.21 -0.03 -0.51
52 -321 2.5 1.5 3 -3.12 -1.38 0.23
53 -211 0 3 0.7 -1.83 2.81 -1.42
54 211 0.8 3.3 1.8 0.32 -2.84 3.27
55 2212 1.8 2.4 1.8 1.15 2.39 0.71
56 211 1.7 0.2 2.2 -0.43 -0.03 0.24
57 211 0.5 2.9 2.2 0.63 1.3 -2.96
58 -211 1.2 0.8 1.1 -1.67 3.33 -1.91
59 211 4 2.4 1.2 -3.53 -0.1 1.78
60 211 2.6 1.6 1.5 2.1 1.01 2.37
61 11 0.2 0.4 0.2 -0.35 0.36 0.22
62 321 0.8 1.8 0.5 0.07 1.62 -1.46
63 -321 0 0 0 0.17 0.93 3.52
64 2212 0.2 4 0.9 1.13 1.5 3.83
65 -211 0.5 2.9 2.7 -0.28 1.81 -2.98
66 321 0.6 0.8 0.2 0.24 0.02 0.24
67 2112 1.9 0.1 1.1 1.46 -1.94 2.22
68 211 0.5 0.1 0 0.18 4.29 0.93
69 211 3.2 1.7 0.2 2.53 3.44 -2.58
70 211 1.6 2.3 1.8 2 3.84 1
71 211 0.8 2.4 1.7 -1.33 1.67 -0.33
72 -211 3.9 1.2 1.8 -3.08 1.28 0.3
73 -211 0.1 0 0 0 -1.04 -1
74 2212 0.7 2 1.8 2.32 1.9 -1.58
75 2112 0 0.3 0 -0.1 0.23 -0.65
76 11 0 1.6 1.5 -2.47 1.12 -1.49
77 211 0.2 0.4 0 -3.2 -0.38 3.63
78 -211 0.6 0.3 2 -0.96 0.25 -0.31
79 211 3.5 0.7 0.2 -3.57 1.42 -0.87
80 11 4.3 1.1 1.6 1.24 3.1 -1.32
81 -211 2.8 2.2 1.7 3.47 -1.35 1.12
82 211 1.6 4 0 -2.9 -1.63 2.16
83 -211 0.7 1 1.8 1.6 -1.35 -0.47
84 -211 0.4 2.6 1.1 0.31 0.22 0.45
85 -11 0.8 0.6 1.4 1.94 -1.21 0.23
86 -211 1.8 1.3 3.8 -0.98 -3.18 1.62
87 11 1.6 1.2 0.1 2.8 -2.25 -0.49
88 211 0.8 0.2 0.6 -0.6 -1.18 1.35
89 211 2.1 1.5 1.7 3.94 1.21 -1.81
90 211 1.6 0.1 2.1 -0.24 -0.25 -1.4
91 -211 0.1 1.6 1 -0.69 -0.71 1.41
92 211 2.8 1 3.3 -0.92 2.22 -1.66
93 -11 4.3 1.9 1.5 -0.61 0.18 -1.18
94 321 2 2.9 3.3 -1.24 -1.39 0.37
95 -211 2 1.7 1.9 -1.68 0.26 -1.09
96 -211 2.7 3.5 1.5 -1.67 -1.14 1.77
97 -211 3 2.3 2 0.72 0.63 -1.97
98 -211 0.7 0.8 0.5 -1 -2.29 3.39
99 -11 3.6 2.4 1.4 -0.73 -0.21 -0.21
100 11 0.3 2 0.8 -1.74 -1 1.23
101 2212 3.1 0.3 0.2 -0.31 -1.1 -2.73
102 -321 3.3 2.6 2.4 -1.68 -0.37 -0.79
103 -211 1.2 2 2.6 0.55 -1.02 1.59
104 -11 0.6 1.7 1.4 -0.6 0.29 -1.5
105 -211 0.7 3.8 0.2 0.43 -1.09 0.22
106 211 1 2 1.8 0.65 -0.05 -3.18
107 -211 1.3 0.1 1.3 -1.76 -3.92 -1.01
108 211 1.8 1.3 3.2 -0.2 0.38 -0.33
109 211 2.4 4 1.5 0.15 0.29 -0.11
110 -211 2.2 1.9 0.6 0.01 -1.75 0.73
111 11 3.2 3.2 0.3 0 1.7 -1.68
112 211 0.2 0.9 0.8 0.61 2.21 2.15
113 211 1.1 0.7 2.1 3.44 0.9 3.37
114 -211 1.3 0.1 0.3 -0.01 0.82 -2.58
115 -211 0.1 0 0 1.99 -0.45 -0.76
116 2212 1 0.4 0 1.08 -3.25 0.31
117 211 2.5 0.2 3.2 -1.81 -1.96 0.83
118 -211 1 1.5 0.1 0.01 1.13 0.81
119 321 1.1 2.1 3.4 0.74 2.18 -0.3
120 211 0.2 0.1 0 1.93 -1.58 1.63
121 -11 3.4 2.8 1.5 -1.94 1.67 -3.88
122 -321 0.5 0.8 0.6 -0.02 -0.19 -0.03
123 -211 0.5 2.9 2.3 -0.81 2.13 2.79
124 -211 2.7 0.9 1.6 -1.73 1.06 -2.81
125 211 0.1 0.3 1.2 0.4 0.21 -1.53
126 2112 0.1 0.1 0.5 1.41 -2.19 -3.03
127 -321 1.6 1.1 0 -0.52 1.15 3.03
128 211 0.1 1.3 0.8 -2.52 2.28 1.16
129 -211 0.1 0 0.1 -3.88 2.45 -0.76
130 -321 1 0.8 0.8 -1.45 -2.3 0.38
131 -211 2.1 2.6 0.8 -4.06 -1.21 0.74
132 -211 0.2 1.8 2.1 -1.83 -2.04 2.55
133 -211 2.2 3.6 2 -3.1 -3.48 -1.66
134 2212 2.7 3.1 0.9 -0.4 -1.2 -4
135 -211 4.1 2.4 0.5 1.81 0.17 2.63
136 -321 0.5 0.5 0.1 0.48 -0.12 -0.22
137 -211 2.7 2.4 2.1 -3.76 -1.61 1.41
138 -211 0.1 3 0.2 -0.04 0 -0.01
139 211 3 2.9 2.3 0.32 2.2 1.52
140 211 1.7 1.8 1.7 -1.92 0.27 -0.12
141 -211 2.2 0.7 2.7 0.75 -2.37 4.1
142 -211 1.2 3.3 1.5 1.13 3.89 1.48
143 -321 1.3 0.3 2.3 -2.95 -0.95 0.87
144 211 1 0.3 1 -0.08 -2.55 4.16
145 211 1.6 1.7 0.9 2.91 2.66 0.87
146 211 1.1 1.1 0.5 -3.77 -2.42 -1.01
147 -211 2.7 2 1 4.16 -0.9 1.44
148 321 1.9 1 2 -1.2 -1.9 2.31
149 -211 1.7 2.6 1.8 4.74 -1.17 0.37
150 211 0.7 0.8 0.2 -1.96 -2.62 2.35
151 211 1.2 1.1 0.1 -1.86 -1 0.74
152 11 1.8 1.2 1.7 3.47 -1.3 -1.63
153 -211 2.3 2.7 1.1 3.83 -0.98 3.05
154 211 0.1 0.1 0 -1.28 3.91 -2.03
155 321 1 2.9 3 1.63 3.49 -0.9
156 211 1.6 2.4 2.1 1.2 2.82 2.89
157 11 0.8 1.2 1.2 -0.52 -1.92 0.01
158 -211 0 3 1.2 3.37 1.61 -1.79
159 321 0 0 0.1 0.16 -0.34 1.03
160 211 3.8 2.9 1.4 1.02 -1.84 1.24
161 2112 1 1 0.6 -3.18 3.6 0.13
162 2212 0.7 2.6 2.2 0.38 0.43 -0.38
163 -211 2.9 2.8 1.7 -2.28 0.61 2.8
164 211 4.5 0.4 1.9 3.42 2.82 2.26
165 -211 2.6 2.6 1.9 0.47 -2.84 4.08
166 -211 0.4 0.1 0.2 -0.83 -1.81 1.32
167 -211 2.6 2.5 1.3 1.36 0.55 -1.49
168 11 2.5 0.5 3.8 -3.03 -1.26 -0.56
169 -321 0.3 2.7 1.9 -4.07 -0.54 0.44
170 -321 0.5 1.3 1 1.28 -0.18 -3.67
171 321 0.1 0.2 0.4 1.67 4.44 1.25
172 -211 4.5 1.6 0.4 -2.29 3.73 0.83
173 -211 2.1 2.5 2.2 0.22 -3.73 0.57
174 211 1.2 0.1 0.3 -0.46 0 0.29
175 -11 0.3 0.2 0.3 -2.69 -0.13 2.97
176 2112 1.2 0 1.7 1.22 -0.8 -1.52
177 -211 1.1 2.8 0.1 -4 0.45 -0.45
178 11 0.6 0.9 2.3 -1.1 -1.51 -2.65
179 -211 0 0.4 0.2 -1.93 1.84 -1.75
180 -211 1.6 0.2 1.3 -1.56 -3.58 -0.55
181 211 0.1 0.5 0.1 0.04 0.14 -1.13
182 211 0.3 1 0.5 -2.86 -3.35 -0.76
183 11 0 0.9 0.5 -1.57 -1.26 -2.48
184 -321 1.6 1.3 0.3 1.82 -0.21 2.89
185 -321 2.7 0.7 0.2 3.55 0.11 2.02
186 -211 0.5 0.1 0.1 -1.14 3.73 -1.48
187 -211 1.3 2.6 0 1.59 -0.39 0.79
188 -211 2.4 3.7 0.2 1.08 -1.41 -3.82
189 211 0.5 0.1 0 -1.39 -2.75 2.45
190 321 1.6 2.5 0.3 1.78 0.83 -1.45
191 -321 0.3 0 0.1 -2.3 -0.82 3.99
192 211 0.1 0.7 0.5 0.13 -0.92 0.17
193 2212 1.6 2 3 -0.19 -3.29 -2.98
194 211 0.8 2.6 1.7 -2.56 -0.58 -1.34
195 -321 0.2 3.2 0 -0.2 4.04 -1.46
196 211 1.6 4 1.6 3.31 2.67 1.31
197 211 0.4 1.4 1.6 3.15 -0.86 -1.84
198 -321 0.4 0.2 0.5 2.67 2.32 -1.28
199 321 1.1 0.9 1 -2.09 0.98 1
200 211 0 0 0 -0.02 0.47 -0.28
201 321 4.1 1.9 0.2 1.01 -4.68 1.35
202 -211 1.6 1.5 0.9 0.27 2.98 -1.43
203 -211 0 0.1 0.1 -0.91 -1.06 -1.55
204 2112 0.7 1.4 0.5 -1.1 3.4 2.1
205 -211 0.2 0.5 1.4 1.05 -0.1 0.44
206 2212 0.5 2.4 2.8 2.96 0.43 0.28
207 -211 3.7 2.4 0.1 -1.03 -0.24 0.26
208 211 2.6 0.6 0.4 -0.18 0.24 -0.32
209 211 0.8 1.9 1 -2.17 0.28 1.82
210 -211 3.4 2.5 0.4 -2.14 2.45 -3.51
211 211 0.9 0.9 1.1 0.45 -0.57 -1.48
212 -211 0 0.2 0.1 0.68 -1.25 0.25
213 -211 2.5 0.2 2.8 3.14 -2.35 -0.41
214 211 2.7 0.9 2.9 -4.31 -0.64 -1.7
215 211 0.3 0.7 0.5 0.31 0.02 -0.38
216 -11 0.3 0.3 0.1 -3.34 0.33 2.51
217 211 0.2 0.1 0.1 -2.38 -2.23 -2.77
218 -211 0.7 0.1 1.4 -3.82 0.56 -0.88
219 211 0.8 1.5 1.2 0.84 0.46 -1.21
220 -211 0 0.1 0.2 1.47 0.31 0.71
221 2212 0.9 1.7 1 0.68 -1.76 0.19
222 -211 2.5 3.6 1.5 1.22 -1.15 1.08
223 321 0.1 0.4 0.4 -2.67 1.21 1.39
224 211 0.9 0.5 0.6 -0.22 -0.58 -1.58
225 -211 0.6 0.1 2.1 -2.17 0.4 -1.08
226 -321 1.6 3.8 1.2 3.48 1.33 -3.06
227 211 1.9 1.2 3.6 -0.69 1.41 -0.28
228 211 4.1 1.3 0.2 1.62 -0.98 -3.16
229 211 1.7 0.6 0 1.52 -0.13 1.12
230 211 1.6 3.2 3.4 1.77 -1.02 0.26
231 2212 2 1.3 0.4 -3.63 -1.2 -1.8
232 -211 3.3 3.1 0.6 -1.04 -0.6 -1.89
233 -321 1.1 0.6 0 -2.89 2.27 0.78
234 -11 1.8 0.3 1 0.51 0.91 0.99
235 211 4 0.3 1 -1.6 3.09 -0.67
236 211 0 0.1 0 1.15 3.23 1.61
237 -211 1.6 1.6 3.4 -3.21 -2.11 -2.22
238 321 1 3 0.2 -2.72 1.29 -0.08
239 211 1.4 0.3 1.2 0.83 0.28 -0.18
240 -211 3.9 0.2 1 0.12 -2.92 2.94
241 2212 1.2 1.5 1.5 0.11 0.37 -0.31
242 -211 0.8 1.1 2.8 -4.21 -1.13 0.24
243 211 3.7 2.2 0.5 2.49 -2.79 -2.58
244 11 0.5 0 3.7 0.28 -4.37 0.35
245 -211 0.6 0.4 0.5 2.7 -0.8 -0.74
246 -211 0.3 1.2 1.2 0.46 -0.05 0.09
247 211 0.7 2.1 0.8 0.05 -0.75 -2.18
248 -2212 0.1 0.2 0.5 -1.02 -1.51 2.6
249 2212 0.1 1.1 0.4 1.23 1.04 2.99
250 2112 2.1 1.3 2.2 3.11 1.95 -2.85
251 -321 0.2 0.3 0.7 4.59 1.33 -1.29
252 211 1.1 0 1.7 0.18 0.33 -0.11
253 2212 0.4 0.4 1.9 -0.77 -3.86 1.1
254 -211 0.3 0.6 0.6 1.12 0.48 3
255 -211 1.6 0.9 1.9 0.46 1.08 1.78
256 -211 3.2 2.2 2.5 0.52 0.62 -1.01
257 -211 0.3 0 0.8 -1.72 -1.06 -4.46
258 211 1.2 0.5 1.2 2.3 0.94 -1.37
259 2212 0 2.1 2.1 0.19 1.09 1.72
260 2212 0.8 0.4 0.3 1.05 1.72 -2.06
261 211 0 0.5 0.1 0.27 0.82 -1.03
262 2212 0 0.8 0.5 0.27 3.63 1.9
263 -321 1.2 3.1 0.2 -1.84 0.86 2.9
